ID;rodada;data;hora;dia;mandante;visitante;formacao_mandante;formacao_visitante;tecnico_mandante;tecnico_visitante;vencedor;arena;mandante_placar;visitante_placar;mandante_estado;visitante_estado;estado_vencedor
1933;37;26/11/2006;16:00;Domingo;Goias;Ponte Preta;;;;;Goias;serra dourada;3;0;GO;SP;GO
1934;37;26/11/2006;16:00;Domingo;Sao Paulo;Cruzeiro;;;;;Sao Paulo;morumbi;2;0;SP;MG;SP
1935;37;26/11/2006;16:00;Domingo;Santa Cruz;Fluminense;;;;;Fluminense;arruda;1;2;PE;RJ;RJ
1936;37;26/11/2006;16:00;Domingo;Palmeiras;Internacional;;;;;Internacional;parque antartica;1;4;SP;RS;RS
1937;38;02/12/2006;18:10;Sabado;Internacional;Goias;;;;;Goias;beira rio;1;4;RS;GO;GO
1938;38;02/12/2006;18:10;Sabado;Flamengo;Sao Caetano;;;;;Flamengo;raulino de oliveira;4;1;RJ;SP;RJ
1939;38;03/12/2006;16:00;Domingo;Fluminense;Palmeiras;;;;;-;maracana;1;1;RJ;SP;-
1940;38;03/12/2006;16:00;Domingo;Parana;Sao Paulo;;;;;-;durival de brito;0;0;PR;SP;-
1941;38;03/12/2006;16:00;Domingo;Figueirense;Vasco;;;;;-;orlando scarpelli;0;0;SC;RJ;-
1942;38;03/12/2006;16:00;Domingo;Cruzeiro;Botafogo-RJ;;;;;Cruzeiro;mineirao;3;1;MG;RJ;MG
1943;38;03/12/2006;16:00;Domingo;Ponte Preta;Athletico-PR;;;;;-;moises lucarelli;1;1;SP;PR;-
1944;38;03/12/2006;16:00;Domingo;Corinthians;Juventude;;;;;Corinthians;pacaembu;5;3;SP;RS;SP
1945;38;03/12/2006;18:10;Domingo;Fortaleza;Gremio;;;;;Fortaleza;presidente vargas;1;0;CE;RS;CE
1946;38;03/12/2006;18:10;Domingo;Santos;Santa Cruz;;;;;Santos;vila belmiro;3;1;SP;PE;SP
1947;1;12/05/2007;18:10;Sabado;Figueirense;Athletico-PR;;;;;Athletico-PR;orlando scarpelli;3;6;SC;PR;PR
1948;1;12/05/2007;18:10;Sabado;Sao Paulo;Goias;;;;;Sao Paulo;morumbi;2;0;SP;GO;SP
1949;1;12/05/2007;18:10;Sabado;Fluminense;Cruzeiro;;;;;-;maracana;2;2;RJ;MG;-
1950;1;13/05/2007;16:00;Domingo;Flamengo;Palmeiras;;;;;Palmeiras;maracana;2;4;RJ;SP;SP
1951;1;13/05/2007;16:00;Domingo;Internacional;Botafogo-RJ;;;;;Botafogo-RJ;beira rio;2;3;RS;RJ;RJ
1952;1;13/05/2007;16:00;Domingo;Parana;Gremio;;;;;Parana;durival de brito;3;0;PR;RS;PR
1953;1;13/05/2007;16:00;Domingo;Atletico-MG;Nautico;;;;;Atletico-MG;mineirao;2;1;MG;PE;MG
1954;1;13/05/2007;18:10;Domingo;Corinthians;Juventude;;;;;Corinthians;morumbi;1;0;SP;RS;SP
1955;1;13/05/2007;18:10;Domingo;America-RN;Vasco;;;;;Vasco;machadao;0;1;RN;RJ;RJ
1956;1;13/05/2007;18:10;Domingo;Sport;Santos;;;;;Sport;ilha do retiro;4;1;PE;SP;PE
1957;2;19/05/2007;18:10;Sabado;Juventude;Parana;;;;;Parana;alfredo jaconi;1;2;RS;PR;PR
1958;2;19/05/2007;18:10;Sabado;Athletico-PR;Internacional;;;;;Athletico-PR;kyocera arena;2;1;PR;RS;PR
1959;2;19/05/2007;18:10;Sabado;Santos;America-RN;;;;;America-RN;vila belmiro;2;3;SP;RN;RN
1960;2;20/05/2007;16:00;Domingo;Cruzeiro;Corinthians;;;;;Corinthians;mineirao;0;3;MG;SP;SP
1961;2;20/05/2007;16:00;Domingo;Goias;Flamengo;;;;;Flamengo;serra dourada;1;3;GO;RJ;RJ
1962;2;20/05/2007;16:00;Domingo;Palmeiras;Figueirense;;;;;Palmeiras;parque antartica;2;1;SP;SC;SP
1963;2;20/05/2007;16:00;Domingo;Botafogo-RJ;Atletico-MG;;;;;Botafogo-RJ;maracana;2;1;RJ;MG;RJ
1964;2;20/05/2007;18:10;Domingo;Gremio;Fluminense;;;;;Gremio;olimpico;2;0;RS;RJ;RS
1965;2;20/05/2007;18:10;Domingo;Nautico;Sao Paulo;;;;;Nautico;aflitos;1;0;PE;SP;PE
1966;2;20/05/2007;18:10;Domingo;Vasco;Sport;;;;;Vasco;sao januario;3;1;RJ;PE;RJ
1967;3;26/05/2007;18:10;Sabado;America-RN;Figueirense;;;;;Figueirense;machadao;0;1;RN;SC;SC
1968;3;26/05/2007;18:10;Sabado;Corinthians;Atletico-MG;;;;;-;morumbi;0;0;SP;MG;-
1969;3;26/05/2007;18:10;Sabado;Fluminense;Internacional;;;;;Fluminense;maracana;3;0;RJ;RS;RJ
1970;3;27/05/2007;16:00;Domingo;Sao Paulo;Palmeiras;;;;;-;morumbi;0;0;SP;SP;-
1971;3;27/05/2007;16:00;Domingo;Athletico-PR;Santos;;;;;Santos;kyocera arena;0;1;PR;SP;SP
1972;3;27/05/2007;16:00;Domingo;Gremio;Sport;;;;;Gremio;olimpico;1;0;RS;PE;RS
1973;3;27/05/2007;16:00;Domingo;Nautico;Vasco;;;;;-;aflitos;2;2;PE;RJ;-
1974;3;27/05/2007;18:10;Domingo;Cruzeiro;Parana;;;;;Parana;mineirao;3;4;MG;PR;PR
1975;3;27/05/2007;18:10;Domingo;Goias;Juventude;;;;;Goias;serra dourada;3;1;GO;RS;GO
1976;3;27/05/2007;18:10;Domingo;Flamengo;Botafogo-RJ;;;;;-;maracana;2;2;RJ;RJ;-
1977;4;02/06/2007;18:10;Sabado;Atletico-MG;Athletico-PR;;;;;-;mineirao;1;1;MG;PR;-
1978;4;02/06/2007;18:10;Sabado;Botafogo-RJ;Gremio;;;;;Botafogo-RJ;maracana;3;0;RJ;RS;RJ
1979;4;02/06/2007;18:10;Sabado;Figueirense;Goias;;;;;Figueirense;orlando scarpelli;2;1;SC;GO;SC
1980;4;03/06/2007;16:00;Domingo;Santos;Corinthians;;;;;-;vila belmiro;1;1;SP;SP;-
1981;4;03/06/2007;16:00;Domingo;Palmeiras;Cruzeiro;;;;;Cruzeiro;parque antartica;1;3;SP;MG;MG
1982;4;03/06/2007;16:00;Domingo;Juventude;America-RN;;;;;Juventude;alfredo jaconi;3;0;RS;RN;RS
1983;4;03/06/2007;16:00;Domingo;Sport;Flamengo;;;;;-;ilha do retiro;2;2;PE;RJ;-
1984;4;03/06/2007;18:10;Domingo;Parana;Sao Paulo;;;;;Sao Paulo;durival de brito;0;1;PR;SP;SP
1985;4;03/06/2007;18:10;Domingo;Vasco;Fluminense;;;;;-;maracana;1;1;RJ;RJ;-
1986;4;04/06/2007;20:30;Segunda-feira;Internacional;Nautico;;;;;Internacional;beira rio;2;0;RS;PE;RS
1987;5;09/06/2007;18:10;Sabado;Palmeiras;Botafogo-RJ;;;;;-;parque antartica;1;1;SP;RJ;-
1988;5;09/06/2007;18:10;Sabado;Nautico;Parana;;;;;-;aflitos;4;4;PE;PR;-
1989;5;09/06/2007;18:10;Sabado;Vasco;Gremio;;;;;Vasco;sao januario;4;0;RJ;RS;RJ
1990;5;10/06/2007;16:00;Domingo;Figueirense;Flamengo;;;;;Figueirense;orlando scarpelli;4;0;SC;RJ;SC
1991;5;10/06/2007;16:00;Domingo;Fluminense;Sport;;;;;Fluminense;maracana;3;0;RJ;PE;RJ
1992;5;10/06/2007;16:00;Domingo;America-RN;Corinthians;;;;;Corinthians;machadao;1;2;RN;SP;SP
1993;5;10/06/2007;16:00;Domingo;Athletico-PR;Goias;;;;;Goias;kyocera arena;0;3;PR;GO;GO
1994;5;10/06/2007;18:10;Domingo;Sao Paulo;Atletico-MG;;;;;Atletico-MG;morumbi;0;1;SP;MG;MG
1995;5;10/06/2007;18:10;Domingo;Internacional;Santos;;;;;Internacional;beira rio;1;0;RS;SP;RS
1996;5;10/06/2007;18:10;Domingo;Cruzeiro;Juventude;;;;;Juventude;mineirao;2;3;MG;RS;RS
2007;6;16/06/2007;18:10;Sabado;Gremio;Cruzeiro;;;;;Cruzeiro;olimpico;0;2;RS;MG;MG
2008;6;16/06/2007;18:10;Sabado;Flamengo;Internacional;;;;;-;maracana;2;2;RJ;RS;-
2009;6;16/06/2007;18:10;Sabado;Corinthians;Parana;;;;;-;morumbi;0;0;SP;PR;-
2010;6;17/06/2007;16:00;Domingo;Atletico-MG;Figueirense;;;;;Atletico-MG;mineirao;4;1;MG;SC;MG
2011;6;17/06/2007;16:00;Domingo;Athletico-PR;Fluminense;;;;;-;kyocera arena;1;1;PR;RJ;-
2012;6;17/06/2007;16:00;Domingo;Sao Paulo;Vasco;;;;;Sao Paulo;morumbi;2;0;SP;RJ;SP
2013;6;17/06/2007;16:00;Domingo;Goias;Palmeiras;;;;;Goias;serra dourada;3;1;GO;SP;GO
2014;6;17/06/2007;18:10;Domingo;Botafogo-RJ;Nautico;;;;;Botafogo-RJ;maracana;3;1;RJ;PE;RJ
2015;6;17/06/2007;18:10;Domingo;Sport;America-RN;;;;;-;ilha do retiro;2;2;PE;RN;-
2016;6;17/06/2007;18:10;Domingo;Juventude;Santos;;;;;Santos;alfredo jaconi;0;2;RS;SP;SP
2017;7;23/06/2007;18:10;Sabado;Parana;Sport;;;;;Parana;durival de brito;1;0;PR;PE;PR
2018;7;23/06/2007;18:10;Sabado;Juventude;Figueirense;;;;;-;alfredo jaconi;1;1;RS;SC;-
2019;7;24/06/2007;16:00;Domingo;Santos;Sao Paulo;;;;;Sao Paulo;vila belmiro;0;2;SP;SP;SP
2020;7;24/06/2007;16:00;Domingo;Cruzeiro;Atletico-MG;;;;;Cruzeiro;mineirao;4;2;MG;MG;MG
2021;7;24/06/2007;16:00;Domingo;Palmeiras;Athletico-PR;;;;;Athletico-PR;parque antartica;0;2;SP;PR;PR
2022;7;24/06/2007;16:00;Domingo;America-RN;Fluminense;;;;;Fluminense;machadao;0;1;RN;RJ;RJ
2023;7;24/06/2007;18:10;Domingo;Internacional;Gremio;;;;;Gremio;beira rio;0;2;RS;RS;RS
2024;7;24/06/2007;18:10;Domingo;Nautico;Goias;;;;;Goias;aflitos;0;2;PE;GO;GO
2025;7;15/08/2007;21:45;Quarta-feira;Botafogo-RJ;Corinthians;;;;;Corinthians;maracana;2;3;RJ;SP;SP
2026;7;18/10/2007;21:45;Quinta-feira;Vasco;Flamengo;;;;;Flamengo;maracana;1;2;RJ;RJ;RJ
2027;8;28/06/2007;20:30;Quinta-feira;Figueirense;Sao Paulo;;;;;-;orlando scarpelli;0;0;SC;SP;-
2028;8;28/06/2007;20:30;Quinta-feira;Sport;Nautico;;;;;Sport;ilha do retiro;4;1;PE;PE;PE
2029;8;30/06/2007;16:00;Sabado;Santos;Gremio;;;;;-;vila belmiro;0;0;SP;RS;-
2030;8;30/06/2007;16:00;Sabado;Cruzeiro;Vasco;;;;;Cruzeiro;mineirao;3;1;MG;RJ;MG
2031;8;30/06/2007;16:00;Sabado;America-RN;Goias;;;;;Goias;machadao;0;3;RN;GO;GO
2032;8;30/06/2007;18:10;Sabado;Internacional;Atletico-MG;;;;;-;beira rio;1;1;RS;MG;-
2033;8;30/06/2007;18:10;Sabado;Parana;Athletico-PR;;;;;-;durival de brito;2;2;PR;PR;-
2034;8;30/06/2007;18:10;Sabado;Fluminense;Botafogo-RJ;;;;;Botafogo-RJ;olimpico engenhao;1;2;RJ;RJ;RJ
2035;8;30/06/2007;18:10;Sabado;Corinthians;Palmeiras;;;;;Palmeiras;morumbi;0;1;SP;SP;SP
2036;8;23/08/2007;20:30;Quinta-feira;Flamengo;Juventude;;;;;Flamengo;maracana;4;0;RJ;RS;RJ
2037;9;03/07/2007;19:30;Terça-feira;Palmeiras;America-RN;;;;;Palmeiras;parque antartica;2;0;SP;RN;SP
2038;9;03/07/2007;20:30;Terça-feira;Sao Paulo;Internacional;;;;;Sao Paulo;morumbi;1;0;SP;RS;SP
2039;9;03/07/2007;20:30;Terça-feira;Figueirense;Cruzeiro;;;;;Figueirense;orlando scarpelli;2;1;SC;MG;SC
2040;9;03/07/2007;20:30;Terça-feira;Gremio;Juventude;;;;;Gremio;olimpico;3;1;RS;RS;RS
2041;9;03/07/2007;20:30;Terça-feira;Athletico-PR;Nautico;;;;;-;kyocera arena;1;1;PR;PE;-
2042;9;03/07/2007;20:30;Terça-feira;Fluminense;Parana;;;;;-;raulino de oliveira;0;0;RJ;PR;-
2043;9;03/07/2007;21:45;Terça-feira;Goias;Botafogo-RJ;;;;;-;serra dourada;1;1;GO;RJ;-
2044;9;04/07/2007;16:00;Quarta-feira;Sport;Corinthians;;;;;Sport;ilha do retiro;2;1;PE;SP;PE
2045;9;04/07/2007;16:00;Quarta-feira;Atletico-MG;Flamengo;;;;;-;mineirao;1;1;MG;RJ;-
2046;9;04/07/2007;16:00;Quarta-feira;Vasco;Santos;;;;;Vasco;sao januario;4;0;RJ;SP;RJ
2047;10;06/07/2007;20:30;Sexta-feira;Parana;America-RN;;;;;America-RN;durival de brito;0;1;PR;RN;RN
2048;10;07/07/2007;16:00;Sabado;Santos;Cruzeiro;;;;;Santos;vila belmiro;4;1;SP;MG;SP
2049;10;07/07/2007;16:00;Sabado;Corinthians;Fluminense;;;;;-;pacaembu;1;1;SP;RJ;-
2050;10;07/07/2007;16:00;Sabado;Atletico-MG;Gremio;;;;;Gremio;mineirao;0;1;MG;RS;RS
2051;10;07/07/2007;18:10;Sabado;Botafogo-RJ;Athletico-PR;;;;;Botafogo-RJ;mane garrincha;2;0;RJ;PR;RJ
2052;10;07/07/2007;18:10;Sabado;Goias;Sport;;;;;Goias;serra dourada;3;2;GO;PE;GO
2053;10;07/07/2007;18:10;Sabado;Internacional;Figueirense;;;;;Internacional;beira rio;2;1;RS;SC;RS
2054;10;07/07/2007;18:10;Sabado;Nautico;Palmeiras;;;;;Palmeiras;aflitos;0;1;PE;SP;SP
2055;10;07/07/2007;18:10;Sabado;Juventude;Vasco;;;;;Juventude;alfredo jaconi;2;0;RS;RJ;RS
2056;10;04/10/2007;20:30;Quinta-feira;Flamengo;Sao Paulo;;;;;Flamengo;maracana;1;0;RJ;SP;RJ
2067;11;12/07/2007;20:30;Quinta-feira;Parana;Figueirense;;;;;Figueirense;durival de brito;1;2;PR;SC;SC
2068;11;12/07/2007;20:30;Quinta-feira;Juventude;Nautico;;;;;-;alfredo jaconi;1;1;RS;PE;-
2069;11;12/07/2007;20:30;Quinta-feira;Vasco;Athletico-PR;;;;;Vasco;sao januario;1;0;RJ;PR;RJ
2070;11;14/07/2007;16:00;Sabado;Santos;Botafogo-RJ;;;;;Santos;vila belmiro;3;0;SP;RJ;SP
2071;11;14/07/2007;16:00;Sabado;Sport;Atletico-MG;;;;;Sport;ilha do retiro;2;0;PE;MG;PE
2072;11;14/07/2007;16:00;Sabado;Gremio;Palmeiras;;;;;-;olimpico;1;1;RS;SP;-
2073;11;14/07/2007;20:00;Sabado;Cruzeiro;Goias;;;;;Cruzeiro;mineirao;2;1;MG;GO;MG
2074;11;14/07/2007;20:00;Sabado;America-RN;Internacional;;;;;Internacional;machadao;1;2;RN;RS;RS
2075;11;14/07/2007;20:30;Sabado;Corinthians;Sao Paulo;;;;;-;morumbi;1;1;SP;SP;-
2076;11;16/08/2007;20:30;Quinta-feira;Fluminense;Flamengo;;;;;Flamengo;maracana;0;1;RJ;RJ;RJ
1997;12;14/06/2007;20:30;Quinta-feira;Botafogo-RJ;Vasco;;;;;Botafogo-RJ;maracana;4;0;RJ;RJ;RJ
1998;12;18/07/2007;19:30;Quarta-feira;Figueirense;Sport;;;;;Sport;orlando scarpelli;0;1;SC;PE;PE
1999;12;18/07/2007;20:30;Quarta-feira;Atletico-MG;America-RN;;;;;Atletico-MG;mineirao;4;1;MG;RN;MG
2000;12;18/07/2007;20:30;Quarta-feira;Athletico-PR;Juventude;;;;;Athletico-PR;kyocera arena;4;0;PR;RS;PR
2001;12;18/07/2007;21:45;Quarta-feira;Internacional;Corinthians;;;;;Internacional;beira rio;3;0;RS;SP;RS
2002;12;18/07/2007;21:45;Quarta-feira;Nautico;Cruzeiro;;;;;Cruzeiro;aflitos;1;4;PE;MG;MG
2003;12;18/07/2007;21:45;Quarta-feira;Sao Paulo;Fluminense;;;;;Fluminense;morumbi;0;1;SP;RJ;RJ
2004;12;19/07/2007;20:30;Quinta-feira;Flamengo;Parana;;;;;Parana;parque do sabia;1;2;RJ;PR;PR
2005;12;19/07/2007;20:30;Quinta-feira;Goias;Gremio;;;;;-;serra dourada;0;0;GO;RS;-
2006;12;19/07/2007;20:30;Quinta-feira;Palmeiras;Santos;;;;;-;parque antartica;2;2;SP;SP;-
2077;13;21/07/2007;18:10;Sabado;Juventude;Internacional;;;;;Juventude;alfredo jaconi;2;0;RS;RS;RS
2078;13;21/07/2007;18:10;Sabado;America-RN;Athletico-PR;;;;;America-RN;machadao;2;1;RN;PR;RN
2079;13;21/07/2007;18:10;Sabado;Vasco;Atletico-MG;;;;;Vasco;sao januario;4;0;RJ;MG;RJ
2080;13;22/07/2007;16:00;Domingo;Corinthians;Nautico;;;;;Nautico;morumbi;0;3;SP;PE;PE
2081;13;22/07/2007;16:00;Domingo;Fluminense;Goias;;;;;Fluminense;engenheiro araripe;3;0;RJ;GO;RJ
2082;13;22/07/2007;16:00;Domingo;Gremio;Flamengo;;;;;Gremio;olimpico;1;0;RS;RJ;RS
2083;13;22/07/2007;16:00;Domingo;Cruzeiro;Sao Paulo;;;;;Sao Paulo;mineirao;1;2;MG;SP;SP
2084;13;22/07/2007;18:10;Domingo;Parana;Palmeiras;;;;;Parana;durival de brito;1;0;PR;SP;PR
2085;13;22/07/2007;18:10;Domingo;Sport;Botafogo-RJ;;;;;-;ilha do retiro;3;3;PE;RJ;-
2086;13;22/07/2007;18:10;Domingo;Santos;Figueirense;;;;;Santos;vila belmiro;3;1;SP;SC;SP
2094;14;19/07/2007;15:00;Quinta-feira;Botafogo-RJ;Juventude;;;;;Botafogo-RJ;giulite coutinho;3;1;RJ;RS;RJ
2095;14;19/07/2007;20:30;Quinta-feira;Atletico-MG;Fluminense;;;;;Atletico-MG;mineirao;3;0;MG;RJ;MG
2096;14;19/07/2007;20:30;Quinta-feira;Sao Paulo;Sport;;;;;Sao Paulo;morumbi;3;1;SP;PE;SP
2087;14;25/07/2007;19:30;Quarta-feira;Athletico-PR;Cruzeiro;;;;;-;kyocera arena;2;2;PR;MG;-
2088;14;25/07/2007;19:30;Quarta-feira;Goias;Santos;;;;;Goias;serra dourada;1;0;GO;SP;GO
2089;14;25/07/2007;20:30;Quarta-feira;Nautico;Gremio;;;;;Gremio;aflitos;0;2;PE;RS;RS
2090;14;25/07/2007;20:30;Quarta-feira;Flamengo;America-RN;;;;;Flamengo;mario helenio;3;1;RJ;RN;RJ
2091;14;25/07/2007;21:45;Quarta-feira;Palmeiras;Vasco;;;;;Palmeiras;parque antartica;3;2;SP;RJ;SP
2092;14;25/07/2007;21:45;Quarta-feira;Figueirense;Corinthians;;;;;-;orlando scarpelli;2;2;SC;SP;-
2093;14;25/07/2007;21:45;Quarta-feira;Internacional;Parana;;;;;Internacional;beira rio;1;0;RS;PR;RS
2097;15;28/07/2007;18:10;Sabado;Santos;Nautico;;;;;Nautico;vila belmiro;1;2;SP;PE;PE
2098;15;28/07/2007;18:10;Sabado;Vasco;Goias;;;;;Vasco;sao januario;4;1;RJ;GO;RJ
2099;15;28/07/2007;18:10;Sabado;Gremio;Athletico-PR;;;;;-;olimpico;1;1;RS;PR;-
2100;15;29/07/2007;16:00;Domingo;Corinthians;Flamengo;;;;;-;morumbi;2;2;SP;RJ;-
2101;15;29/07/2007;16:00;Domingo;Parana;Atletico-MG;;;;;Atletico-MG;durival de brito;1;3;PR;MG;MG
2102;15;29/07/2007;16:00;Domingo;Juventude;Palmeiras;;;;;-;alfredo jaconi;1;1;RS;SP;-
2103;15;29/07/2007;16:00;Domingo;Sport;Internacional;;;;;Internacional;ilha do retiro;1;5;PE;RS;RS
2104;15;29/07/2007;18:10;Domingo;Cruzeiro;Botafogo-RJ;;;;;Cruzeiro;mineirao;3;2;MG;RJ;MG
2105;15;29/07/2007;18:10;Domingo;America-RN;Sao Paulo;;;;;Sao Paulo;machadao;0;1;RN;SP;SP
2106;15;29/07/2007;18:10;Domingo;Fluminense;Figueirense;;;;;-;mane garrincha;1;1;RJ;SC;-
2107;16;01/08/2007;19:30;Quarta-feira;Nautico;Fluminense;;;;;-;aflitos;0;0;PE;RJ;-
2108;16;01/08/2007;19:30;Quarta-feira;Goias;Parana;;;;;Goias;serra dourada;2;0;GO;PR;GO
2109;16;01/08/2007;20:30;Quarta-feira;Palmeiras;Sport;;;;;Sport;parque antartica;1;2;SP;PE;PE
2110;16;01/08/2007;20:30;Quarta-feira;Botafogo-RJ;America-RN;;;;;Botafogo-RJ;engenheiro araripe;4;2;RJ;RN;RJ
2111;16;01/08/2007;21:45;Quarta-feira;Atletico-MG;Santos;;;;;Santos;mineirao;1;2;MG;SP;SP
2112;16;01/08/2007;21:45;Quarta-feira;Athletico-PR;Corinthians;;;;;-;kyocera arena;2;2;PR;SP;-
2113;16;01/08/2007;21:45;Quarta-feira;Internacional;Vasco;;;;;Vasco;beira rio;0;2;RS;RJ;RJ
2114;16;02/08/2007;20:30;Quinta-feira;Sao Paulo;Juventude;;;;;Sao Paulo;morumbi;3;1;SP;RS;SP
2115;16;02/08/2007;20:30;Quinta-feira;Figueirense;Gremio;;;;;Figueirense;orlando scarpelli;1;0;SC;RS;SC
2116;16;12/09/2007;20:30;Quarta-feira;Flamengo;Cruzeiro;;;;;Flamengo;maracana;3;1;RJ;MG;RJ
2117;17;04/08/2007;18:10;Sabado;Sport;Athletico-PR;;;;;Sport;ilha do retiro;3;2;PE;PR;PE
2118;17;04/08/2007;18:10;Sabado;America-RN;Nautico;;;;;Nautico;machadao;1;5;RN;PE;PE
2119;17;04/08/2007;18:10;Sabado;Corinthians;Goias;;;;;Corinthians;morumbi;1;0;SP;GO;SP
2120;17;05/08/2007;16:00;Domingo;Santos;Flamengo;;;;;Santos;vila belmiro;3;0;SP;RJ;SP
2121;17;05/08/2007;16:00;Domingo;Cruzeiro;Internacional;;;;;Cruzeiro;mineirao;3;2;MG;RS;MG
2122;17;05/08/2007;16:00;Domingo;Fluminense;Palmeiras;;;;;Palmeiras;maracana;0;1;RJ;SP;SP
2123;17;05/08/2007;16:00;Domingo;Juventude;Atletico-MG;;;;;Atletico-MG;alfredo jaconi;1;2;RS;MG;MG
2124;17;05/08/2007;18:10;Domingo;Gremio;Sao Paulo;;;;;Sao Paulo;olimpico;0;2;RS;SP;SP
2125;17;05/08/2007;18:10;Domingo;Vasco;Figueirense;;;;;-;sao januario;2;2;RJ;SC;-
2126;17;05/08/2007;18:10;Domingo;Parana;Botafogo-RJ;;;;;-;durival de brito;0;0;PR;RJ;-
2127;18;08/08/2007;19:30;Quarta-feira;Cruzeiro;Sport;;;;;Cruzeiro;mineirao;2;0;MG;PE;MG
2128;18;08/08/2007;19:30;Quarta-feira;Juventude;Fluminense;;;;;-;alfredo jaconi;0;0;RS;RJ;-
2129;18;08/08/2007;20:30;Quarta-feira;Nautico;Figueirense;;;;;Nautico;aflitos;4;2;PE;SC;PE
2130;18;08/08/2007;21:45;Quarta-feira;Goias;Atletico-MG;;;;;Goias;serra dourada;3;2;GO;MG;GO
2131;18;08/08/2007;21:45;Quarta-feira;Athletico-PR;Flamengo;;;;;Athletico-PR;kyocera arena;2;0;PR;RJ;PR
2132;18;08/08/2007;21:45;Quarta-feira;Botafogo-RJ;Sao Paulo;;;;;Sao Paulo;maracana;0;2;RJ;SP;SP
2133;18;09/08/2007;20:30;Quinta-feira;Vasco;Corinthians;;;;;Vasco;sao januario;2;0;RJ;SP;RJ
2134;18;09/08/2007;20:30;Quinta-feira;Gremio;America-RN;;;;;Gremio;olimpico;3;0;RS;RN;RS
2135;18;09/08/2007;20:30;Quinta-feira;Palmeiras;Internacional;;;;;-;parque antartica;1;1;SP;RS;-
2136;18;09/08/2007;20:30;Quinta-feira;Santos;Parana;;;;;Santos;vila belmiro;2;0;SP;PR;SP
2137;19;11/08/2007;18:10;Sabado;Sport;Juventude;;;;;Sport;ilha do retiro;3;0;PE;RS;PE
2138;19;11/08/2007;18:10;Sabado;Sao Paulo;Athletico-PR;;;;;Sao Paulo;morumbi;2;0;SP;PR;SP
2139;19;11/08/2007;18:10;Sabado;Flamengo;Nautico;;;;;Flamengo;maracana;2;1;RJ;PE;RJ
2140;19;12/08/2007;16:00;Domingo;Corinthians;Gremio;;;;;Corinthians;pacaembu;2;1;SP;RS;SP
2141;19;12/08/2007;16:00;Domingo;Atletico-MG;Palmeiras;;;;;Palmeiras;mineirao;1;2;MG;SP;SP
2142;19;12/08/2007;16:00;Domingo;Figueirense;Botafogo-RJ;;;;;-;orlando scarpelli;1;1;SC;RJ;-
2143;19;12/08/2007;16:00;Domingo;Internacional;Goias;;;;;Internacional;beira rio;1;0;RS;GO;RS
2144;19;12/08/2007;18:10;Domingo;America-RN;Cruzeiro;;;;;Cruzeiro;machadao;1;2;RN;MG;MG
2145;19;12/08/2007;18:10;Domingo;Fluminense;Santos;;;;;Fluminense;maracana;3;0;RJ;SP;RJ
2146;19;12/08/2007;18:10;Domingo;Parana;Vasco;;;;;-;durival de brito;0;0;PR;RJ;-
2147;20;18/08/2007;18:10;Sabado;Santos;Sport;;;;;Santos;vila belmiro;2;0;SP;PE;SP
2148;20;18/08/2007;18:10;Sabado;Athletico-PR;Figueirense;;;;;-;kyocera arena;1;1;PR;SC;-
2149;20;18/08/2007;18:10;Sabado;Gremio;Parana;;;;;Gremio;olimpico;2;0;RS;PR;RS
2150;20;19/08/2007;16:00;Domingo;Palmeiras;Flamengo;;;;;Palmeiras;parque antartica;2;1;SP;RJ;SP
2151;20;19/08/2007;16:00;Domingo;Nautico;Atletico-MG;;;;;Atletico-MG;aflitos;0;1;PE;MG;MG
2152;20;19/08/2007;16:00;Domingo;Juventude;Corinthians;;;;;-;alfredo jaconi;2;2;RS;SP;-
2153;20;19/08/2007;16:00;Domingo;Vasco;America-RN;;;;;Vasco;sao januario;2;0;RJ;RN;RJ
2154;20;19/08/2007;18:10;Domingo;Botafogo-RJ;Internacional;;;;;-;maracana;1;1;RJ;RS;-
2155;20;19/08/2007;18:10;Domingo;Cruzeiro;Fluminense;;;;;Cruzeiro;mineirao;4;2;MG;RJ;MG
2156;20;19/08/2007;18:10;Domingo;Goias;Sao Paulo;;;;;-;serra dourada;0;0;GO;SP;-
2157;21;25/08/2007;18:10;Sabado;Corinthians;Cruzeiro;;;;;Cruzeiro;pacaembu;0;3;SP;MG;MG
2158;21;25/08/2007;18:10;Sabado;Fluminense;Gremio;;;;;-;maracana;1;1;RJ;RS;-
2159;21;25/08/2007;18:10;Sabado;Internacional;Athletico-PR;;;;;Internacional;beira rio;1;0;RS;PR;RS
2160;21;26/08/2007;16:00;Domingo;Atletico-MG;Botafogo-RJ;;;;;Botafogo-RJ;mineirao;1;2;MG;RJ;RJ
2161;21;26/08/2007;16:00;Domingo;Sao Paulo;Nautico;;;;;Sao Paulo;morumbi;5;0;SP;PE;SP
2162;21;26/08/2007;16:00;Domingo;Parana;Juventude;;;;;Parana;durival de brito;3;1;PR;RS;PR
2163;21;26/08/2007;16:00;Domingo;Figueirense;Palmeiras;;;;;Palmeiras;orlando scarpelli;1;2;SC;SP;SP
2164;21;26/08/2007;18:10;Domingo;America-RN;Santos;;;;;Santos;machadao;1;4;RN;SP;SP
2165;21;26/08/2007;18:10;Domingo;Sport;Vasco;;;;;-;ilha do retiro;0;0;PE;RJ;-
